Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,rainfall_adequacy_index,thermal_stress_score,log_pesticides,yield_lag_1,rainfall_roll3
Angola,Potatoes,2013,63303,1010.0,40.0,24.55,1.6833,6.55,3.7136,69381.0,1010.0
Angola,Rice,1991,10000,1010.0,79.0,24.02,0.5771,0.98,4.382,9512.0,1010.0
Angola,Rice,1992,9106,1010.0,23.0,23.96,0.5771,1.04,3.1781,10000.0,1010.0
Angola,Rice,1993,8000,1010.0,169.0,24.15,0.5771,0.85,5.1358,9106.0,1010.0
Angola,Rice,1994,8750,1010.0,25.5,24.04,0.5771,0.96,3.2771,8000.0,1010.0
Angola,Rice,1995,14615,1010.0,336.0,24.56,0.5771,0.44,5.8201,8750.0,1010.0
Angola,Rice,1996,17500,1010.0,40.0,24.11,0.5771,0.89,3.7136,14615.0,1010.0
Angola,Rice,1997,20000,1010.0,40.0,24.06,0.5771,0.94,3.7136,17500.0,1010.0
Angola,Rice,1998,20000,1010.0,40.0,24.96,0.5771,0.04,3.7136,20000.0,1010.0
Angola,Rice,1999,14235,1010.0,40.0,24.37,0.5771,0.63,3.7136,20000.0,1010.0
Angola,Rice,2000,13454,1010.0,40.0,24.41,0.5771,0.59,3.7136,14235.0,1010.0
Angola,Rice,2001,13701,1010.0,40.0,24.43,0.5771,0.57,3.7136,13454.0,1010.0
Angola,Rice,2002,13198,1010.0,40.0,24.79,0.5771,0.21,3.7136,13701.0,1010.0
Angola,Rice,2004,11584,1010.0,40.0,24.22,0.5771,0.78,3.7136,13198.0,1010.0
Angola,Rice,2005,6977,1010.0,40.0,24.41,0.5771,0.59,3.7136,11584.0,1010.0
Angola,Rice,2006,4947,1010.0,40.0,24.14,0.5771,0.86,3.7136,6977.0,1010.0
Angola,Rice,2007,5143,1010.0,40.0,24.24,0.5771,0.76,3.7136,4947.0,1010.0
Angola,Rice,2008,5084,1010.0,40.0,24.27,0.5771,0.73,3.7136,5143.0,1010.0
Angola,Rice,2009,6028,1010.0,40.0,24.33,0.5771,0.67,3.7136,5084.0,1010.0
Angola,Rice,2010,7403,1010.0,40.0,24.44,0.5771,0.56,3.7136,6028.0,1010.0
Angola,Rice,2011,8914,1010.0,40.0,24.15,0.5771,0.85,3.7136,7403.0,1010.0
Angola,Rice,2012,7703,1010.0,40.0,24.24,0.5771,0.76,3.7136,8914.0,1010.0
Angola,Rice,2013,12744,1010.0,40.0,24.55,0.5771,0.45,3.7136,7703.0,1010.0
Angola,Sorghum,2001,3571,1010.0,40.0,24.43,1.7565,2.57,3.7136,3333.0,1010.0
Angola,Sorghum,2002,3400,1010.0,40.0,24.79,1.7565,2.21,3.7136,3571.0,1010.0
Angola,Sorghum,2004,3333,1010.0,40.0,24.22,1.7565,2.78,3.7136,3400.0,1010.0
Angola,Sorghum,2005,3333,1010.0,40.0,24.41,1.7565,2.59,3.7136,3333.0,1010.0
Angola,Sorghum,2006,4091,1010.0,40.0,24.14,1.7565,2.86,3.7136,3333.0,1010.0
Angola,Sorghum,2007,4031,1010.0,40.0,24.24,1.7565,2.76,3.7136,4091.0,1010.0
Angola,Sorghum,2008,929,1010.0,40.0,24.27,1.7565,2.73,3.7136,4031.0,1010.0
Angola,Sorghum,2009,2480,1010.0,40.0,24.33,1.7565,2.67,3.7136,929.0,1010.0
Angola,Sorghum,2010,2814,1010.0,40.0,24.44,1.7565,2.56,3.7136,2480.0,1010.0
Angola,Sorghum,2011,3320,1010.0,40.0,24.15,1.7565,2.85,3.7136,2814.0,1010.0
Angola,Sorghum,2012,998,1010.0,40.0,24.24,1.7565,2.76,3.7136,3320.0,1010.0
Angola,Sorghum,2013,2415,1010.0,40.0,24.55,1.7565,2.45,3.7136,998.0,1010.0
Angola,Soybeans,2001,2500,1010.0,40.0,24.43,1.7565,0.57,3.7136,2333.0,1010.0
Angola,Soybeans,2002,2857,1010.0,40.0,24.79,1.7565,0.21,3.7136,2500.0,1010.0
Angola,Soybeans,2004,3600,1010.0,40.0,24.22,1.7565,0.78,3.7136,2857.0,1010.0
Angola,Soybeans,2005,3793,1010.0,40.0,24.41,1.7565,0.59,3.7136,3600.0,1010.0
Angola,Soybeans,2006,4286,1010.0,40.0,24.14,1.7565,0.86,3.7136,3793.0,1010.0
Angola,Soybeans,2007,6883,1010.0,40.0,24.24,1.7565,0.76,3.7136,4286.0,1010.0
Angola,Soybeans,2008,8575,1010.0,40.0,24.27,1.7565,0.73,3.7136,6883.0,1010.0
Angola,Soybeans,2009,4449,1010.0,40.0,24.33,1.7565,0.67,3.7136,8575.0,1010.0
Angola,Soybeans,2010,4446,1010.0,40.0,24.44,1.7565,0.56,3.7136,4449.0,1010.0
Angola,Soybeans,2011,5294,1010.0,40.0,24.15,1.7565,0.85,3.7136,4446.0,1010.0
Angola,Soybeans,2012,1641,1010.0,40.0,24.24,1.7565,0.76,3.7136,5294.0,1010.0
Angola,Soybeans,2013,4405,1010.0,40.0,24.55,1.7565,0.45,3.7136,1641.0,1010.0
Angola,Sweet potatoes,1991,83001,1010.0,79.0,24.02,1.1543,0.02,4.382,89342.0,1010.0
Angola,Sweet potatoes,1992,90000,1010.0,23.0,23.96,1.1543,0.04,3.1781,83001.0,1010.0
Angola,Sweet potatoes,1993,88095,1010.0,169.0,24.15,1.1543,0.15,5.1358,90000.0,1010.0
Angola,Sweet potatoes,1994,83192,1010.0,25.5,24.04,1.1543,0.04,3.2771,88095.0,1010.0
Angola,Sweet potatoes,1995,81138,1010.0,336.0,24.56,1.1543,0.56,5.8201,83192.0,1010.0
Angola,Sweet potatoes,1996,85455,1010.0,40.0,24.11,1.1543,0.11,3.7136,81138.0,1010.0
Angola,Sweet potatoes,1997,78098,1010.0,40.0,24.06,1.1543,0.06,3.7136,85455.0,1010.0
Angola,Sweet potatoes,1998,76256,1010.0,40.0,24.96,1.1543,0.96,3.7136,78098.0,1010.0
Angola,Sweet potatoes,1999,82865,1010.0,40.0,24.37,1.1543,0.37,3.7136,76256.0,1010.0
Angola,Sweet potatoes,2000,34938,1010.0,40.0,24.41,1.1543,0.41,3.7136,82865.0,1010.0
Angola,Sweet potatoes,2001,44458,1010.0,40.0,24.43,1.1543,0.43,3.7136,34938.0,1010.0
Angola,Sweet potatoes,2002,42190,1010.0,40.0,24.79,1.1543,0.79,3.7136,44458.0,1010.0
Angola,Sweet potatoes,2004,45360,1010.0,40.0,24.22,1.1543,0.22,3.7136,42190.0,1010.0
Angola,Sweet potatoes,2005,46159,1010.0,40.0,24.41,1.1543,0.41,3.7136,45360.0,1010.0
Angola,Sweet potatoes,2006,44240,1010.0,40.0,24.14,1.1543,0.14,3.7136,46159.0,1010.0
Angola,Sweet potatoes,2007,58855,1010.0,40.0,24.24,1.1543,0.24,3.7136,44240.0,1010.0
Angola,Sweet potatoes,2008,65437,1010.0,40.0,24.27,1.1543,0.27,3.7136,58855.0,1010.0
Angola,Sweet potatoes,2009,66475,1010.0,40.0,24.33,1.1543,0.33,3.7136,65437.0,1010.0
Angola,Sweet potatoes,2010,63001,1010.0,40.0,24.44,1.1543,0.44,3.7136,66475.0,1010.0
Angola,Sweet potatoes,2011,65512,1010.0,40.0,24.15,1.1543,0.15,3.7136,63001.0,1010.0
Angola,Sweet potatoes,2012,52954,1010.0,40.0,24.24,1.1543,0.24,3.7136,65512.0,1010.0
Angola,Sweet potatoes,2013,73409,1010.0,40.0,24.55,1.1543,0.55,3.7136,52954.0,1010.0
Angola,Wheat,1991,8000,1010.0,79.0,24.02,1.8364,7.02,4.382,7995.0,1010.0
Angola,Wheat,1992,8000,1010.0,23.0,23.96,1.8364,6.96,3.1781,8000.0,1010.0
Angola,Wheat,1993,8876,1010.0,169.0,24.15,1.8364,7.15,5.1358,8000.0,1010.0
Angola,Wheat,1994,10000,1010.0,25.5,24.04,1.8364,7.04,3.2771,8876.0,1010.0
Angola,Wheat,1995,11855,1010.0,336.0,24.56,1.8364,7.56,5.8201,10000.0,1010.0
Angola,Wheat,1996,13738,1010.0,40.0,24.11,1.8364,7.11,3.7136,11855.0,1010.0
Angola,Wheat,1997,15509,1010.0,40.0,24.06,1.8364,7.06,3.7136,13738.0,1010.0
Angola,Wheat,1998,17143,1010.0,40.0,24.96,1.8364,7.96,3.7136,15509.0,1010.0
Angola,Wheat,1999,17391,1010.0,40.0,24.37,1.8364,7.37,3.7136,17143.0,1010.0
Angola,Wheat,2000,17023,1010.0,40.0,24.41,1.8364,7.41,3.7136,17391.0,1010.0
Angola,Wheat,2001,16667,1010.0,40.0,24.43,1.8364,7.43,3.7136,17023.0,1010.0
Angola,Wheat,2002,15455,1010.0,40.0,24.79,1.8364,7.79,3.7136,16667.0,1010.0
Angola,Wheat,2004,12442,1010.0,40.0,24.22,1.8364,7.22,3.7136,15455.0,1010.0
Angola,Wheat,2005,10946,1010.0,40.0,24.41,1.8364,7.41,3.7136,12442.0,1010.0
Angola,Wheat,2006,10000,1010.0,40.0,24.14,1.8364,7.14,3.7136,10946.0,1010.0
Angola,Wheat,2007,10000,1010.0,40.0,24.24,1.8364,7.24,3.7136,10000.0,1010.0
Angola,Wheat,2008,10000,1010.0,40.0,24.27,1.8364,7.27,3.7136,10000.0,1010.0
Angola,Wheat,2009,10000,1010.0,40.0,24.33,1.8364,7.33,3.7136,10000.0,1010.0
Angola,Wheat,2010,10526,1010.0,40.0,24.44,1.8364,7.44,3.7136,10000.0,1010.0
Angola,Wheat,2011,10959,1010.0,40.0,24.15,1.8364,7.15,3.7136,10526.0,1010.0
Angola,Wheat,2012,11258,1010.0,40.0,24.24,1.8364,7.24,3.7136,10959.0,1010.0
Angola,Wheat,2013,9022,1010.0,40.0,24.55,1.8364,7.55,3.7136,11258.0,1010.0
Argentina,Cassava,1991,100000,591.0,26156.0,17.75,0.4728,9.25,10.1719,100000.0,591.0
Argentina,Cassava,1992,100000,591.0,26156.0,17.3,0.4728,9.7,10.1719,100000.0,591.0
Argentina,Cassava,1993,100000,591.0,26156.0,17.425,0.4728,9.575,10.1719,100000.0,591.0
Argentina,Cassava,1994,100000,591.0,30195.0,18.24,0.4728,8.76,10.3155,100000.0,591.0
Argentina,Cassava,1995,100000,591.0,37842.0,17.68,0.4728,9.32,10.5412,100000.0,591.0
Argentina,Cassava,1996,100000,591.0,54595.0,17.805,0.4728,9.195,10.9077,100000.0,591.0
Argentina,Cassava,1997,100000,591.0,77691.0,18.415,0.4728,8.585,11.2605,100000.0,591.0
Argentina,Cassava,1998,100000,591.0,62397.0,17.375,0.4728,9.625,11.0413,100000.0,591.0
Argentina,Cassava,1999,100000,591.0,62831.39,17.43,0.4728,9.57,11.0482,100000.0,591.0
Argentina,Cassava,2000,100000,591.0,63265.78,17.32,0.4728,9.68,11.0551,100000.0,591.0
Argentina,Cassava,2001,100000,591.0,63700.17,18.065,0.4728,8.935,11.062,100000.0,591.0
Argentina,Cassava,2002,100000,591.0,64134.56,17.825,0.4728,9.175,11.0688,100000.0,591.0
Argentina,Cassava,2004,100000,591.0,65003.34,17.89,0.4728,9.11,11.0822,100000.0,591.0
Argentina,Cassava,2005,100000,591.0,65437.73,17.575,0.4728,9.425,11.0889,100000.0,591.0
Argentina,Cassava,2006,100000,591.0,65872.12,18.225,0.4728,8.775,11.0955,100000.0,591.0
Argentina,Cassava,2007,100000,591.0,81582.64,16.925,0.4728,10.075,11.3094,100000.0,591.0
Argentina,Cassava,2008,100000,591.0,87149.01,18.05,0.4728,8.95,11.3754,100000.0,591.0
Argentina,Cassava,2009,101695,591.0,61586.56,18.125,0.4728,8.875,11.0282,100000.0,591.0
Argentina,Cassava,2010,101000,591.0,105915.04,17.585,0.4728,9.415,11.5704,101695.0,591.0
Argentina,Cassava,2011,100000,591.0,100424.62,17.755,0.4728,9.245,11.5172,101000.0,591.0
Argentina,Cassava,2012,100000,591.0,136185.08,18.305,0.4728,8.695,11.8218,100000.0,591.0
Argentina,Cassava,2013,99459,591.0,171945.54,16.665,0.4728,10.335,12.0549,100000.0,591.0
Argentina,Maize,1991,40444,591.0,26156.0,17.75,0.9092,6.25,10.1719,34608.0,591.0
Argentina,Maize,1992,45237,591.0,26156.0,17.3,0.9092,6.7,10.1719,40444.0,591.0
Argentina,Maize,1993,43552,591.0,26156.0,17.425,0.9092,6.575,10.1719,45237.0,591.0
Argentina,Maize,1994,42371,591.0,30195.0,18.24,0.9092,5.76,10.3155,43552.0,591.0
Argentina,Maize,1995,45223,591.0,37842.0,17.68,0.9092,6.32,10.5412,42371.0,591.0
Argentina,Maize,1996,40397,591.0,54595.0,17.805,0.9092,6.195,10.9077,45223.0,591.0
Argentina,Maize,1997,45557,591.0,77691.0,18.415,0.9092,5.585,11.2605,40397.0,591.0
Argentina,Maize,1998,60780,591.0,62397.0,17.375,0.9092,6.625,11.0413,45557.0,591.0
Argentina,Maize,1999,53702,591.0,62831.39,17.43,0.9092,6.57,11.0482,60780.0,591.0
Argentina,Maize,2000,54329,591.0,63265.78,17.32,0.9092,6.68,11.0551,53702.0,591.0
Argentina,Maize,2001,54553,591.0,63700.17,18.065,0.9092,5.935,11.062,54329.0,591.0
Argentina,Maize,2002,60791,591.0,64134.56,17.825,0.9092,6.175,11.0688,54553.0,591.0
Argentina,Maize,2004,63931,591.0,65003.34,17.89,0.9092,6.11,11.0822,60791.0,591.0
Argentina,Maize,2005,73587,591.0,65437.73,17.575,0.9092,6.425,11.0889,63931.0,591.0
Argentina,Maize,2006,59030,591.0,65872.12,18.225,0.9092,5.775,11.0955,73587.0,591.0
Argentina,Maize,2007,76655,591.0,81582.64,16.925,0.9092,7.075,11.3094,59030.0,591.0
Argentina,Maize,2008,64525,591.0,87149.01,18.05,0.9092,5.95,11.3754,76655.0,591.0
Argentina,Maize,2009,55760,591.0,61586.56,18.125,0.9092,5.875,11.0282,64525.0,591.0
Argentina,Maize,2010,78040,591.0,105915.04,17.585,0.9092,6.415,11.5704,55760.0,591.0
Argentina,Maize,2011,63503,591.0,100424.62,17.755,0.9092,6.245,11.5172,78040.0,591.0
Argentina,Maize,2012,57346,591.0,136185.08,18.305,0.9092,5.695,11.8218,63503.0,591.0
Argentina,Maize,2013,66037,591.0,171945.54,16.665,0.9092,7.335,12.0549,57346.0,591.0
Argentina,Potatoes,1991,205692,591.0,26156.0,17.75,0.985,0.25,10.1719,202747.0,591.0
Argentina,Potatoes,1992,199039,591.0,26156.0,17.3,0.985,0.7,10.1719,205692.0,591.0
Argentina,Potatoes,1993,210314,591.0,26156.0,17.425,0.985,0.575,10.1719,199039.0,591.0
Argentina,Potatoes,1994,230166,591.0,30195.0,18.24,0.985,0.24,10.3155,210314.0,591.0
Argentina,Potatoes,1995,274272,591.0,37842.0,17.68,0.985,0.32,10.5412,230166.0,591.0
Argentina,Potatoes,1996,228877,591.0,54595.0,17.805,0.985,0.195,10.9077,274272.0,591.0
Argentina,Potatoes,1997,268502,591.0,77691.0,18.415,0.985,0.415,11.2605,228877.0,591.0
Argentina,Potatoes,1998,293744,591.0,62397.0,17.375,0.985,0.625,11.0413,268502.0,591.0
Argentina,Potatoes,1999,238938,591.0,62831.39,17.43,0.985,0.57,11.0482,293744.0,591.0
Argentina,Potatoes,2000,277566,591.0,63265.78,17.32,0.985,0.68,11.0551,238938.0,591.0
Argentina,Potatoes,2001,283768,591.0,63700.17,18.065,0.985,0.065,11.062,277566.0,591.0
Argentina,Potatoes,2002,251347,591.0,64134.56,17.825,0.985,0.175,11.0688,283768.0,591.0
Argentina,Potatoes,2004,288717,591.0,65003.34,17.89,0.985,0.11,11.0822,251347.0,591.0
Argentina,Potatoes,2005,283917,591.0,65437.73,17.575,0.985,0.425,11.0889,288717.0,591.0
Argentina,Potatoes,2006,285828,591.0,65872.12,18.225,0.985,0.225,11.0955,283917.0,591.0
Argentina,Potatoes,2007,286765,591.0,81582.64,16.925,0.985,1.075,11.3094,285828.0,591.0
Argentina,Potatoes,2008,279412,591.0,87149.01,18.05,0.985,0.05,11.3754,286765.0,591.0
Argentina,Potatoes,2009,284439,591.0,61586.56,18.125,0.985,0.125,11.0282,279412.0,591.0
Argentina,Potatoes,2010,289849,591.0,105915.04,17.585,0.985,0.415,11.5704,284439.0,591.0
Argentina,Potatoes,2011,286657,591.0,100424.62,17.755,0.985,0.245,11.5172,289849.0,591.0
Argentina,Potatoes,2012,287821,591.0,136185.08,18.305,0.985,0.305,11.8218,286657.0,591.0
Argentina,Potatoes,2013,288984,591.0,171945.54,16.665,0.985,1.335,12.0549,287821.0,591.0
Argentina,Rice,1991,40294,591.0,26156.0,17.75,0.3377,7.25,10.1719,36709.0,591.0
Argentina,Rice,1992,52075,591.0,26156.0,17.3,0.3377,7.7,10.1719,40294.0,591.0
Argentina,Rice,1993,43559,591.0,26156.0,17.425,0.3377,7.575,10.1719,52075.0,591.0
Argentina,Rice,1994,42989,591.0,30195.0,18.24,0.3377,6.76,10.3155,43559.0,591.0
Argentina,Rice,1995,50306,591.0,37842.0,17.68,0.3377,7.32,10.5412,42989.0,591.0
Argentina,Rice,1996,51031,591.0,54595.0,17.805,0.3377,7.195,10.9077,50306.0,591.0
Argentina,Rice,1997,53703,591.0,77691.0,18.415,0.3377,6.585,11.2605,51031.0,591.0
Argentina,Rice,1998,47762,591.0,62397.0,17.375,0.3377,7.625,11.0413,53703.0,591.0
Argentina,Rice,1999,57337,591.0,62831.39,17.43,0.3377,7.57,11.0482,47762.0,591.0
Argentina,Rice,2000,47798,591.0,63265.78,17.32,0.3377,7.68,11.0551,57337.0,591.0
Argentina,Rice,2001,57495,591.0,63700.17,18.065,0.3377,6.935,11.062,47798.0,591.0
Argentina,Rice,2002,57197,591.0,64134.56,17.825,0.3377,7.175,11.0688,57495.0,591.0
Argentina,Rice,2004,62661,591.0,65003.34,17.89,0.3377,7.11,11.0822,57197.0,591.0
Argentina,Rice,2005,60165,591.0,65437.73,17.575,0.3377,7.425,11.0889,62661.0,591.0
Argentina,Rice,2006,70610,591.0,65872.12,18.225,0.3377,6.775,11.0955,60165.0,591.0
Argentina,Rice,2007,65604,591.0,81582.64,16.925,0.3377,8.075,11.3094,70610.0,591.0
Argentina,Rice,2008,68278,591.0,87149.01,18.05,0.3377,6.95,11.3754,65604.0,591.0
Argentina,Rice,2009,68842,591.0,61586.56,18.125,0.3377,6.875,11.0282,68278.0,591.0
Argentina,Rice,2010,57646,591.0,105915.04,17.585,0.3377,7.415,11.5704,68842.0,591.0
Argentina,Rice,2011,67901,591.0,100424.62,17.755,0.3377,7.245,11.5172,57646.0,591.0
Argentina,Rice,2012,66617,591.0,136185.08,18.305,0.3377,6.695,11.8218,67901.0,591.0
Argentina,Rice,2013,67187,591.0,171945.54,16.665,0.3377,8.335,12.0549,66617.0,591.0
Argentina,Sorghum,1991,33320,591.0,26156.0,17.75,1.0278,9.25,10.1719,28116.0,591.0
Argentina,Sorghum,1992,36217,591.0,26156.0,17.3,1.0278,9.7,10.1719,33320.0,591.0
Argentina,Sorghum,1993,39529,591.0,26156.0,17.425,1.0278,9.575,10.1719,36217.0,591.0
Argentina,Sorghum,1994,35065,591.0,30195.0,18.24,1.0278,8.76,10.3155,39529.0,591.0
Argentina,Sorghum,1995,34588,591.0,37842.0,17.68,1.0278,9.32,10.5412,35065.0,591.0
Argentina,Sorghum,1996,38763,591.0,54595.0,17.805,1.0278,9.195,10.9077,34588.0,591.0
Argentina,Sorghum,1997,36845,591.0,77691.0,18.415,1.0278,8.585,11.2605,38763.0,591.0
Argentina,Sorghum,1998,48105,591.0,62397.0,17.375,1.0278,9.625,11.0413,36845.0,591.0
Argentina,Sorghum,1999,43845,591.0,62831.39,17.43,1.0278,9.57,11.0482,48105.0,591.0
Argentina,Sorghum,2000,46477,591.0,63265.78,17.32,1.0278,9.68,11.0551,43845.0,591.0
Argentina,Sorghum,2001,47429,591.0,63700.17,18.065,1.0278,8.935,11.062,46477.0,591.0
Argentina,Sorghum,2002,52691,591.0,64134.56,17.825,1.0278,9.175,11.0688,47429.0,591.0
Argentina,Sorghum,2004,45531,591.0,65003.34,17.89,1.0278,9.11,11.0822,52691.0,591.0
Argentina,Sorghum,2005,51872,591.0,65437.73,17.575,1.0278,9.425,11.0889,45531.0,591.0
Argentina,Sorghum,2006,46778,591.0,65872.12,18.225,1.0278,8.775,11.0955,51872.0,591.0
Argentina,Sorghum,2007,47021,591.0,81582.64,16.925,1.0278,10.075,11.3094,46778.0,591.0
Argentina,Sorghum,2008,47474,591.0,87149.01,18.05,1.0278,8.95,11.3754,47021.0,591.0
Argentina,Sorghum,2009,38752,591.0,61586.56,18.125,1.0278,8.875,11.0282,47474.0,591.0
Argentina,Sorghum,2010,48163,591.0,105915.04,17.585,1.0278,9.415,11.5704,38752.0,591.0
Argentina,Sorghum,2011,44029,591.0,100424.62,17.755,1.0278,9.245,11.5172,48163.0,591.0
Argentina,Sorghum,2012,46534,591.0,136185.08,18.305,1.0278,8.695,11.8218,44029.0,591.0
Argentina,Sorghum,2013,40852,591.0,171945.54,16.665,1.0278,10.335,12.0549,46534.0,591.0
Argentina,Soybeans,1991,22750,591.0,26156.0,17.75,1.0278,7.25,10.1719,21566.0,591.0
Argentina,Soybeans,1992,22915,591.0,26156.0,17.3,1.0278,7.7,10.1719,22750.0,591.0
Argentina,Soybeans,1993,21589,591.0,26156.0,17.425,1.0278,7.575,10.1719,22915.0,591.0
Argentina,Soybeans,1994,20386,591.0,30195.0,18.24,1.0278,6.76,10.3155,21589.0,591.0
Argentina,Soybeans,1995,20446,591.0,37842.0,17.68,1.0278,7.32,10.5412,20386.0,591.0
Argentina,Soybeans,1996,21051,591.0,54595.0,17.805,1.0278,7.195,10.9077,20446.0,591.0
Argentina,Soybeans,1997,17212,591.0,77691.0,18.415,1.0278,6.585,11.2605,21051.0,591.0
Argentina,Soybeans,1998,26937,591.0,62397.0,17.375,1.0278,7.625,11.0413,17212.0,591.0
Argentina,Soybeans,1999,24450,591.0,62831.39,17.43,1.0278,7.57,11.0482,26937.0,591.0
Argentina,Soybeans,2000,23312,591.0,63265.78,17.32,1.0278,7.68,11.0551,24450.0,591.0
Argentina,Soybeans,2001,25846,591.0,63700.17,18.065,1.0278,6.935,11.062,23312.0,591.0
Argentina,Soybeans,2002,26304,591.0,64134.56,17.825,1.0278,7.175,11.0688,25846.0,591.0
Argentina,Soybeans,2004,22075,591.0,65003.34,17.89,1.0278,7.11,11.0822,26304.0,591.0
Argentina,Soybeans,2005,27287,591.0,65437.73,17.575,1.0278,7.425,11.0889,22075.0,591.0
Argentina,Soybeans,2006,26793,591.0,65872.12,18.225,1.0278,6.775,11.0955,27287.0,591.0
Argentina,Soybeans,2007,29712,591.0,81582.64,16.925,1.0278,8.075,11.3094,26793.0,591.0
Argentina,Soybeans,2008,28216,591.0,87149.01,18.05,1.0278,6.95,11.3754,29712.0,591.0
Argentina,Soybeans,2009,18480,591.0,61586.56,18.125,1.0278,6.875,11.0282,28216.0,591.0
Argentina,Soybeans,2010,29053,591.0,105915.04,17.585,1.0278,7.415,11.5704,18480.0,591.0
Argentina,Soybeans,2011,26053,591.0,100424.62,17.755,1.0278,7.245,11.5172,29053.0,591.0
Argentina,Soybeans,2012,22814,591.0,136185.08,18.305,1.0278,6.695,11.8218,26053.0,591.0
Argentina,Soybeans,2013,25391,591.0,171945.54,16.665,1.0278,8.335,12.0549,22814.0,591.0
Argentina,Sweet potatoes,1991,131364,591.0,26156.0,17.75,0.6754,6.25,10.1719,131864.0,591.0
Argentina,Sweet potatoes,1992,127273,591.0,26156.0,17.3,0.6754,6.7,10.1719,131364.0,591.0
Argentina,Sweet potatoes,1993,122955,591.0,26156.0,17.425,0.6754,6.575,10.1719,127273.0,591.0
Argentina,Sweet potatoes,1994,176667,591.0,30195.0,18.24,0.6754,5.76,10.3155,122955.0,591.0
Argentina,Sweet potatoes,1995,168000,591.0,37842.0,17.68,0.6754,6.32,10.5412,176667.0,591.0
Argentina,Sweet potatoes,1996,170000,591.0,54595.0,17.805,0.6754,6.195,10.9077,168000.0,591.0
Argentina,Sweet potatoes,1997,145662,591.0,77691.0,18.415,0.6754,5.585,11.2605,170000.0,591.0
Argentina,Sweet potatoes,1998,175055,591.0,62397.0,17.375,0.6754,6.625,11.0413,145662.0,591.0
Argentina,Sweet potatoes,1999,143991,591.0,62831.39,17.43,0.6754,6.57,11.0482,175055.0,591.0
Argentina,Sweet potatoes,2000,151462,591.0,63265.78,17.32,0.6754,6.68,11.0551,143991.0,591.0
Argentina,Sweet potatoes,2001,155212,591.0,63700.17,18.065,0.6754,5.935,11.062,151462.0,591.0
Argentina,Sweet potatoes,2002,155890,591.0,64134.56,17.825,0.6754,6.175,11.0688,155212.0,591.0
Argentina,Sweet potatoes,2004,154867,591.0,65003.34,17.89,0.6754,6.11,11.0822,155890.0,591.0
Argentina,Sweet potatoes,2005,154472,591.0,65437.73,17.575,0.6754,6.425,11.0889,154867.0,591.0
Argentina,Sweet potatoes,2006,143478,591.0,65872.12,18.225,0.6754,5.775,11.0955,154472.0,591.0
Argentina,Sweet potatoes,2007,141667,591.0,81582.64,16.925,0.6754,7.075,11.3094,143478.0,591.0
Argentina,Sweet potatoes,2008,145105,591.0,87149.01,18.05,0.6754,5.95,11.3754,141667.0,591.0
Argentina,Sweet potatoes,2009,151208,591.0,61586.56,18.125,0.6754,5.875,11.0282,145105.0,591.0
Argentina,Sweet potatoes,2010,149382,591.0,105915.04,17.585,0.6754,6.415,11.5704,151208.0,591.0
Argentina,Sweet potatoes,2011,148754,591.0,100424.62,17.755,0.6754,6.245,11.5172,149382.0,591.0
Argentina,Sweet potatoes,2012,148126,591.0,136185.08,18.305,0.6754,5.695,11.8218,148754.0,591.0
Argentina,Sweet potatoes,2013,147498,591.0,171945.54,16.665,0.6754,7.335,12.0549,148126.0,591.0
Argentina,Wheat,1991,18972,591.0,26156.0,17.75,1.0745,0.75,10.1719,18947.0,591.0
Argentina,Wheat,1992,21809,591.0,26156.0,17.3,1.0745,0.3,10.1719,18972.0,591.0
Argentina,Wheat,1993,23272,591.0,26156.0,17.425,1.0745,0.425,10.1719,21809.0,591.0
Argentina,Wheat,1994,20237,591.0,30195.0,18.24,1.0745,1.24,10.3155,23272.0,591.0
Argentina,Wheat,1995,21675,591.0,37842.0,17.68,1.0745,0.68,10.5412,20237.0,591.0
Argentina,Wheat,1996,19344,591.0,54595.0,17.805,1.0745,0.805,10.9077,21675.0,591.0
Argentina,Wheat,1997,22426,591.0,77691.0,18.415,1.0745,1.415,11.2605,19344.0,591.0
Argentina,Wheat,1998,26088,591.0,62397.0,17.375,1.0745,0.375,11.0413,22426.0,591.0
Argentina,Wheat,1999,23028,591.0,62831.39,17.43,1.0745,0.43,11.0482,26088.0,591.0
Argentina,Wheat,2000,24873,591.0,63265.78,17.32,1.0745,0.32,11.0551,23028.0,591.0
Argentina,Wheat,2001,24934,591.0,63700.17,18.065,1.0745,1.065,11.062,24873.0,591.0
Argentina,Wheat,2002,22398,591.0,64134.56,17.825,1.0745,0.825,11.0688,24934.0,591.0
Argentina,Wheat,2004,25441,591.0,65003.34,17.89,1.0745,0.89,11.0822,22398.0,591.0
Argentina,Wheat,2005,26356,591.0,65437.73,17.575,1.0745,0.575,11.0889,25441.0,591.0
Argentina,Wheat,2006,25302,591.0,65872.12,18.225,1.0745,1.225,11.0955,26356.0,591.0
Argentina,Wheat,2007,26234,591.0,81582.64,16.925,1.0745,0.075,11.3094,25302.0,591.0
Argentina,Wheat,2008,28271,591.0,87149.01,18.05,1.0745,1.05,11.3754,26234.0,591.0
Argentina,Wheat,2009,19628,591.0,61586.56,18.125,1.0745,1.125,11.0282,28271.0,591.0
Argentina,Wheat,2010,27113,591.0,105915.04,17.585,1.0745,0.585,11.5704,19628.0,591.0
